MSE,MAE,RMSE,MAPE,R2,Accuracy,F1,Stock,Model
0.0239647347480058,0.1175523176789283,0.1548054738954855,273.9266872406006,-0.6895582675933838,0.5503355704697986,0.5347222222222222,2301,LSTM
0.0262150820344686,0.1289780884981155,0.1619107224196984,176.68930292129517,-0.0459911823272705,0.5671140939597316,0.6614173228346457,2345,LSTM
0.0086368359625339,0.0673361271619796,0.0929345789388102,197.94690608978271,-0.3104500770568847,0.6342281879194631,0.502283105022831,3008,LSTM
0.0064178495667874,0.062856487929821,0.0801114821157833,283.0226182937622,-0.5325859785079956,0.5302013422818792,0.5512820512820513,2379,LSTM
0.1159410551190376,0.2611244022846222,0.3405011822579147,159.2461347579956,-0.3988548517227173,0.6946308724832215,0.7560321715817694,2408,LSTM
0.005618754774332,0.0577688924968242,0.0749583535993957,235.48378944396973,-0.4926508665084839,0.5335570469798657,0.508833922261484,3034,LSTM
0.0798719301819801,0.222164049744606,0.2826162242016196,376.1821508407593,-3.2383623123168945,0.3758389261744966,0.1696428571428571,2327,LSTM
0.0071698692627251,0.066637672483921,0.0846750805297822,214.6777868270874,-0.5820492506027222,0.5234899328859061,0.4855072463768116,2474,LSTM
0.009985932148993,0.0787765085697174,0.0999296359894952,360.6219291687012,-0.4528858661651611,0.4731543624161073,0.4604810996563573,2395,LSTM
0.0233287848532199,0.1216060221195221,0.1527376340435453,248.4354019165039,-0.108682632446289,0.4630872483221476,0.4444444444444444,6669,LSTM
0.0167565532028675,0.1136770322918891,0.1294471058110899,423.58946800231934,-1.4374208450317385,0.4429530201342282,0.6139534883720931,2603,LSTM
0.0153230130672454,0.1008794605731964,0.1237861586254516,237.19403743743896,-0.961838722229004,0.5,0.5146579804560261,2609,LSTM
0.0258732344955205,0.1208087131381034,0.1608515915231198,553.5637855529785,-0.818940281867981,0.5771812080536913,0.1,2615,LSTM
0.0036507884506136,0.0463002100586891,0.060421754779331,257.0544242858887,-0.3492400646209717,0.540268456375839,0.4830188679245283,2207,LSTM
0.1134205088019371,0.2542157769203186,0.3367796145878445,206.02729320526123,-0.3119726181030273,0.5612244897959183,0.4819277108433735,6919,LSTM
0.0342874079942703,0.1539020985364914,0.1851685934338497,671.4524745941162,-3.607943534851074,0.4161073825503356,0.0333333333333333,1301,LSTM
0.0427468158304691,0.1608475446701049,0.2067530310067282,285.1891040802002,-0.4957716464996338,0.4966442953020134,0.6462264150943396,1303,LSTM
0.0583915375173091,0.211302250623703,0.2416434098362899,665.2586460113525,-4.653117656707764,0.4261744966442953,0.0446927374301676,6505,LSTM
0.0015473470557481,0.0328443944454193,0.0393363325152219,270.3734397888184,0.0915973186492919,0.610738255033557,0.4368932038834951,1216,LSTM
0.0057181757874786,0.0594903752207756,0.0756186206398839,137.07865476608276,0.150403618812561,0.5637583892617449,0.6388888888888888,2002,LSTM
0.0171451792120933,0.1067254915833473,0.1309396013896993,206.71155452728271,-0.5872995853424072,0.4496644295302013,0.52046783625731,9910,LSTM
0.0937621444463729,0.2783024311065674,0.3062060490035639,865.3049468994141,-11.700536727905272,0.3154362416107382,0.4715025906735751,9921,LSTM
0.0046966085210442,0.0581436417996883,0.0685318066378251,443.92709732055664,-1.2629437446594238,0.5134228187919463,0.5797101449275363,1402,LSTM
0.0303418077528476,0.1518413871526718,0.174189000091417,322.2373962402344,-2.830016613006592,0.3187919463087248,0.0977777777777777,2330,TCN
0.0219789985567331,0.1240150928497314,0.1482531569874083,304.3187379837036,-0.9027866125106812,0.4865771812080537,0.135593220338983,2317,TCN
0.0200272221118211,0.1100160256028175,0.1415175682091138,274.1595268249512,-0.6855682134628296,0.5234899328859061,0.2111111111111111,2454,TCN
0.035975556820631,0.1497264802455902,0.189672235239191,175.48483610153198,-0.5824341773986816,0.5637583892617449,0.6542553191489362,2308,TCN
0.0145173324272036,0.0865710973739624,0.1204878932806265,250.17499923706052,-0.7833679914474487,0.4966442953020134,0.5879120879120879,2382,TCN
0.0305817630141973,0.1366377919912338,0.1748764221220154,205.4508209228516,-0.7345759868621826,0.4765100671140939,0.61,3711,TCN
0.0149289174005389,0.0824627205729484,0.1221839490298906,348.814058303833,-0.4481222629547119,0.5369127516778524,0.5337837837837838,2303,TCN
0.0090188132598996,0.0801474973559379,0.0949674326277151,673.6889362335205,-2.221496820449829,0.2583892617449664,0.1596958174904943,2891,TCN
0.0071961637586355,0.0736957266926765,0.0848302054614718,528.7524223327637,-1.6915428638458252,0.4563758389261745,0.19,2881,TCN
0.027792502194643,0.1453609019517898,0.1667108340649851,1360.8529090881348,-3.375274181365967,0.4630872483221476,0.1836734693877551,2882,TCN
0.0022255261428654,0.0375138334929943,0.0471754824338386,278.9183616638184,-1.0250484943389893,0.5671140939597316,0.4463519313304721,2886,TCN
0.0074056154116988,0.0761537700891494,0.0860558853983782,377.1639108657837,-1.195422887802124,0.4765100671140939,0.2844036697247706,2884,TCN
0.0029277675785124,0.0432134568691253,0.0541088493549107,246.9696044921875,-0.5966426134109497,0.4899328859060403,0.4829931972789115,2892,TCN
0.0057842675596475,0.0642579942941665,0.0760543723900707,259.3327522277832,-1.560616970062256,0.3120805369127516,0.3988269794721407,2890,TCN
0.0014025360578671,0.0306612756103277,0.0374504480329289,271.9080924987793,-0.949949026107788,0.4530201342281879,0.5995085995085995,5880,TCN
