Date,Open,High,Low,Close,Volume,RSI_14,MACD_12_26_9,SMA_10,SMA_20
2016-02-17,-0.9884086704152002,-0.9899247307477653,-0.9883221526368948,-0.9826991623015888,-0.5375681418952067,0.24591554634524782,-0.25493506543204775,-1.0,-1.0
2016-02-18,-0.9797151369410121,-0.9841674733114312,-0.9810235399848406,-0.9798157078025644,-0.2585192033087864,0.2822972257324192,-0.2403187150047252,-0.9962211473855723,-0.9974061322032532
2016-02-19,-0.9797151369410121,-0.9841674733114312,-0.982483264515857,-0.98269917231574,-0.5710602679925685,0.20753213887641597,-0.2322450276841418,-0.9931980763329724,-0.9950411294263704
2016-02-22,-0.9797151369410121,-0.9798495227361501,-0.9810235399848406,-0.9812574400591523,-0.6752646746832827,0.22818884580614607,-0.22558674773287601,-0.9897215417275476,-0.9921420952691212
2016-02-23,-0.9840619762492828,-0.9841675411097813,-0.9824833323647771,-0.9783740432332284,-0.7317984214637844,0.2699737640607811,-0.2188458030002579,-0.9860938596034836,-0.9901585488481589
2016-02-24,-0.9884086704152002,-0.9856067800718395,-0.9883221526368948,-0.9812574300113965,-0.7351175693283702,0.1865563776720196,-0.21718694253351012,-0.9844311761437897,-0.987946127376741
2016-02-25,-0.9811640349963179,-0.9841674475410542,-0.9839429633438168,-0.9826991468440185,-0.6969233170895119,0.1445301424164418,-0.21826119167162455,-0.9829196315280062,-0.986191448860306
2016-02-26,-0.9855109904184711,-0.9827283158674092,-0.9854028715175283,-0.9769324024443131,-0.5471648085471618,0.24094845356625827,-0.2151270021118315,-0.981105792392235,-0.9841316129482476
2016-03-01,-0.9768173118019298,-0.9812888621286684,-0.9839430113742351,-0.9841409266244867,-0.5354515838366303,0.036659876102839384,-0.22013889284935245,-0.9791408055391652,-0.9819191925006634
2016-03-02,-0.9739195447197888,-0.9740923590498775,-0.9708055724646281,-0.9682819533350866,-0.5669474108560163,0.27784069225736463,-0.2111954845288029,-0.9767223530918582,-0.9792490371089306
2016-03-03,-0.9710216324952945,-0.9740922941945822,-0.9708055073283586,-0.968281888581194,-0.6533895661119717,0.2778415392226432,-0.20536316266147614,-0.9752108219522251,-0.9771129108887234
2016-03-04,-0.9753683556896826,-0.9769708795044498,-0.9751846323367495,-0.9711653047632693,-0.6056226990172785,0.19814964151695658,-0.20456986038021874,-0.9743038991998483,-0.9747479043599558
2016-03-07,-0.9768173118019298,-0.9769709117757632,-0.9766443890950341,-0.9726070691657824,-0.7125088809753937,0.15786832539992046,-0.20646607963026592,-0.9732458261916366,-0.9726880676001666
2016-03-08,-0.9768173118019298,-0.9812888621286684,-0.9810235624625547,-0.9769322657127966,-0.570879879521667,0.03878188999841514,-0.21298291511985606,-0.9727923676643415,-0.9707045198008549
2016-03-09,-0.9739195447197888,-0.9784103086179019,-0.9781041934171466,-0.9740488810161749,-0.7113303429655045,0.09196393341249176,-0.21670799836355645,-0.9723389104087029,-0.9686446854037168
2016-03-10,-0.9695726183261062,-0.97409220440977,-0.975184591248728,-0.9711652637798929,-0.6596430331032206,0.14419166205412548,-0.2182031557942491,-0.9712808307869162,-0.9672714607082873
2016-03-11,-0.9681238073562122,-0.9726529997443818,-0.9708055296350651,-0.9668401786984382,-0.6444422979552618,0.21916015751616502,-0.21666687446280472,-0.9696181499875232,-0.9656693643116366
2016-03-14,-0.9652258661032473,-0.9654563223393693,-0.9635068137587671,-0.9610731568033499,-0.6061398126338625,0.31039945294507665,-0.21150532238728614,-0.9679554400950493,-0.9639146790128861
2016-03-15,-0.9695726183261062,-0.968334936317257,-0.970805417154569,-0.9653983340936314,-0.6549890105539642,0.17578896956462664,-0.2124351207600011,-0.9659904352822624,-0.9619311319539301
2016-03-16,-0.9652258661032473,-0.9697742732176267,-0.9678859876590888,-0.9639566215188486,-0.6276541442633706,0.20089567379187212,-0.2130566250451798,-0.965536960245561,-0.9604816114971997
2016-03-17,-0.9579812887413064,-0.958259780365935,-0.9576679579772441,-0.9524228054183317,-0.4204358947898915,0.37624241925959456,-0.20455674863204631,-0.9638742673875633,-0.9588795158160134
2016-03-18,-0.9550834926306947,-0.9596991484959558,-0.954748560687444,-0.955306320934058,-0.32685035608624025,0.2864737635223369,-0.20168275919849515,-0.9622115849438723,-0.9575825835925638
2016-03-21,-0.9536345074899768,-0.9582597708145791,-0.9562082239138279,-0.9509810636272463,-0.6861240606315475,0.3489557591576382,-0.19691147231556477,-0.9599442782788727,-0.955904196554745
2016-03-22,-0.9579812887413064,-0.9596990971915302,-0.9591276824749633,-0.9524228054183317,-0.6896235969670348,0.30208700363130014,-0.19577829216134826,-0.9573746653847042,-0.9543783906658538
2016-03-23,-0.9550834926306947,-0.9596991484959558,-0.9562082850220539,-0.955306320934058,-0.669552373104738,0.20814811367908082,-0.19877597024085947,-0.9554096639738975,-0.9531577451828847
2016-03-24,-0.9579812887413064,-0.9611384140171254,-0.9591276824749633,-0.9567480020894341,-0.7011203555124847,0.16116677137226665,-0.20370828484819237,-0.9538981340955031,-0.9518608107870612
2016-03-25,-0.9594302738820241,-0.9611384752580701,-0.9591277438029775,-0.955306331016545,-0.8776364872385439,0.1891932244418637,-0.20756515128522351,-0.9526889061742558,-0.9504112998005859
2016-03-28,-0.9565325358283536,-0.9611385838493287,-0.9591278525486266,-0.9567481711367227,-0.8163885884184854,0.13809343754015302,-0.21307059731515715,-0.9522354674284598,-0.9493432363631438
2016-03-29,-0.9565325358283536,-0.9596992675577971,-0.9562084046364601,-0.9553064394479818,-0.7717845325135968,0.16946513853671874,-0.21726975203084503,-0.9511774162801891,-0.9478174382774354
