Date,Open,High,Low,Close,Volume,RSI_14,MACD_12_26_9,SMA_10,SMA_20
2016-02-17,-0.9486207743551736,-0.921985312907285,-0.9397562724884125,-0.9075279826835623,-0.6842978071480902,-0.0761020880741563,-0.6674589278482567,-0.9814362595457788,-0.987475055561917
2016-02-18,-0.9155915284617109,-0.9219855165648456,-0.915282485061016,-0.9149258555615438,-0.6321221410113651,-0.10407176009022967,-0.5997236612392303,-0.9732291700193054,-0.9928428845046542
2016-02-19,-0.9119214876577513,-0.9237997731179495,-0.9246954416526185,-0.9260223487520292,-0.7803382151034771,-0.14715483419953346,-0.5508950703737778,-0.9648266447497629,-0.9985089256273565
2016-02-22,-0.9155915284617109,-0.905657002928316,-0.915282485061016,-0.9001303804841141,-0.715738428867946,-0.033306584557686536,-0.4859487464371393,-0.9529068229919955,-1.0
2016-02-23,-0.9082516711222264,-0.912914124102501,-0.9058694456446201,-0.9001304483674684,-0.8199348051296652,-0.033306883113088714,-0.43115576909490866,-0.9417686256080755,-0.9997018055154181
2016-02-24,-0.9266013144709377,-0.9165426962825933,-0.9171650472453177,-0.9093775765456862,-0.81060968101351,-0.07591856521537999,-0.3928138441557944,-0.9439181202409244,-0.994433384333693
2016-02-25,-0.9155915284617109,-0.9129140573304215,-0.9133997462282892,-0.9167752719501892,-0.7389103995509148,-0.11082144909991154,-0.3662235018007704,-0.943918136103381,-0.990656021499501
2016-02-26,-0.9009115895143069,-0.9056569135389918,-0.9039866934234522,-0.90197970660191,-0.7654912506284475,-0.033223191970882526,-0.33025084302893326,-0.9413778525081833,-0.9861828363728722
2016-03-01,-0.9100865233228801,-0.9092855041342411,-0.9246955667683106,-0.9297214488169652,-0.7292612815214217,-0.1691071493907894,-0.3235479753321757,-0.932193712121806,-0.9820078725523751
2016-03-02,-0.8678822314866268,-0.8784424819088472,-0.887043015771364,-0.8853347617962617,-0.4395060476160192,0.05316122766165732,-0.2784530165863829,-0.9235958253226999,-0.9752483917682675
2016-03-03,-0.8220078988464137,-0.8330853438031562,-0.8569212646430826,-0.8612919355973812,-0.3906124972534275,0.15809443893054742,-0.2211107718819159,-0.9187106416664048,-0.967793076730286
2016-03-04,-0.8256780517845912,-0.82219973894997,-0.8267994667635743,-0.8150560662611102,-0.5531120807504715,0.3344805072078856,-0.13593431270528605,-0.9081586526190126,-0.9582502846617609
2016-03-07,-0.8165028937075829,-0.8040566742194422,-0.8117382870458056,-0.8021098601729966,-0.6019633716376614,0.3792000901696908,-0.05825952939938178,-0.8950663728467212,-0.9473158214225337
