Date,Open,High,Low,Close,Volume
2015-01-05,45.33179762474037,45.58504886227055,44.318797504985255,45.26848602294922,4523000
2015-01-06,44.31879845218382,45.01523574750214,43.685672760009766,43.685672760009766,8832000
2015-01-07,43.369110107421875,44.002235802420735,43.369110107421875,43.369110107421875,5750000
2015-01-08,44.1921778185125,46.21817821926541,43.62236369631137,45.585052490234375,12047000
2015-01-09,45.90160963747627,46.154860863618175,45.45842361450195,45.45842361450195,4801000
2015-01-12,45.39510832188377,46.85129928588867,45.26848512082486,46.85129928588867,9687000
2015-01-13,46.78798750638743,47.484424770278416,46.4081130742983,47.16786193847656,11092000
2015-01-14,47.484423318849295,47.484423318849295,46.09154883364251,46.34479522705078,6996000
2015-01-15,46.408113251817,46.85129928588867,46.028233987909296,46.85129928588867,3213000
2015-01-16,46.7879861635811,47.16786058476791,45.71166966812559,46.091548919677734,5138000
2015-01-19,46.59805632004468,47.54774498756067,46.59805632004468,47.23118209838867,7027000
2015-01-20,47.23116941538459,47.800983428955085,47.10454622586451,47.80098342895508,7470000
2015-01-21,47.80098706797549,48.117549896240234,47.357801040551024,48.117549896240234,7485000
2015-01-22,48.11755175322892,48.434114593710696,47.92761211679362,48.24417495727539,6247000
2015-01-23,48.43410779675174,48.56073098302864,48.05423340755608,48.37079620361328,5746000
2015-01-26,48.307485545403324,48.560731922858395,48.18085752631077,48.43410873413086,4663000
2015-01-27,48.49742032849463,48.49742032849463,48.05423433758323,48.43410873413086,4081000
2015-01-28,48.180857378463315,48.75067138671874,48.117545784293824,48.75067138671875,4974000
2015-01-29,48.37080261979386,48.87730026245117,48.24417458635535,48.87730026245117,5965000
2015-01-30,48.813983130678494,48.87729472504226,48.43410873413086,48.43410873413086,4916000
2015-02-02,48.68736537160315,49.067239810514664,48.49742573696461,48.940616607666016,3958000
2015-02-03,48.9406108513512,49.257173651604795,48.877294427008486,49.06723403930664,4937000
2015-02-04,49.2571695782259,49.763667118527245,49.2571695782259,49.700355529785156,10235000
2015-02-05,49.700363330352005,49.700363330352005,49.13054928151057,49.3838005065918,3928000
2015-02-06,49.76368437432342,50.016935647472486,49.38380987978296,49.57374954223633,5768000
2015-02-09,49.763673046190085,49.763673046190085,49.25717544555664,49.25717544555664,5207000
2015-02-10,49.13055616798718,49.38380742856585,48.68737008474903,49.00393295288086,3812000
2015-02-11,49.00392736329382,49.0672389636254,48.37080169924704,48.813987731933594,5409000
2015-02-12,48.62404819837977,48.75067138671874,47.61104337020789,48.75067138671875,7080000
2015-02-13,48.37080280452849,48.940616881264035,48.24417477060637,48.56073760986328,4624000
2015-02-24,49.51042463698146,49.70036426696317,48.877298977529705,49.447113037109375,9526000
2015-02-25,49.573746864940645,49.70037007949359,48.94062113144391,49.32049560546875,4914000
2015-02-26,49.32048524558251,49.38379683956023,48.81398283303077,49.06723403930664,4742000
2015-03-02,49.700361062857894,49.700361062857894,48.05423542047958,48.18085861206055,5932000
2015-03-03,48.43411272450497,48.687363953189845,47.86429866755535,48.117549896240234,4267000
2015-03-04,47.80098614194392,48.75067460834016,47.73767454359058,48.054237365722656,4817000
2015-03-05,48.370797596932384,48.43410919189453,47.48442077636718,47.48442077636719,5245000
2015-03-06,47.737677310723925,48.560737797757156,47.484426072265386,48.24417495727539,8404000
2015-03-09,48.11754638671874,48.43410919189453,47.48442077636718,47.48442077636719,6986000
2015-03-10,47.547738434980296,47.611050038016415,46.97792434692383,46.97792434692383,6012000
2015-03-11,46.661359834850636,46.85129946754092,46.47142503252586,46.53473663330078,7692000
2015-03-12,46.534734270647256,47.3577995300293,46.47142267308678,47.3577995300293,3684000
2015-03-13,47.16785938154841,47.42111059933447,46.598045349121094,46.598045349121094,5064000
2015-03-16,46.598048234075705,46.787987866765995,46.47142503252586,46.53473663330078,4986000
2015-03-17,46.66135965393482,47.231173719430885,46.47142485234645,46.85129928588867,4723000
2015-03-18,46.53473627487285,47.484424770278416,46.53473627487285,47.16786193847656,6551000
2015-03-19,47.48442533754269,47.86429977416992,47.16786250195907,47.86429977416992,4067000
2015-03-20,47.86429681059265,47.990924835205085,47.48442239748581,47.99092483520508,6416000
2015-03-23,47.99092883971265,47.99092883971265,47.167863517331085,47.67436599731445,3004000
2015-03-24,47.6743696901424,47.927616119384766,47.357806823223434,47.927616119384766,3224000
2015-03-25,47.35780175085529,47.6110481529731,46.85129928588867,46.85129928588867,5146000
2015-03-26,46.53473700988886,47.54773712158203,46.471425408601576,47.54773712158203,4658000
2015-03-27,47.16786083495725,47.86429808255469,47.16786083495725,47.421112060546875,4746000
2015-03-30,47.421112060546875,47.80098648374863,47.04123763734513,47.421112060546875,3092000
2015-03-31,47.864297740297275,48.054237365722656,47.35780012310514,48.054237365722656,4358000
2015-04-01,47.61104797085297,47.61104797085297,47.16786193847656,47.16786193847656,3803000
2015-04-02,47.48442272515026,48.117548361485596,47.294483102103555,47.3577995300293,3763000
2015-04-07,47.61104853962992,48.05423940766631,47.61104853962992,47.86429977416992,4286000
2015-04-08,48.117551008709924,48.117551008709924,47.48442533754269,47.86429977416992,4814000
2015-04-09,47.86429866755535,48.43411272450497,47.61104743887048,48.117549896240234,4908000
2015-04-10,48.244169120674535,48.43410873413086,48.05423433758323,48.43410873413086,4120000
2015-04-13,48.687361498869905,49.25717552709531,48.687361498869905,49.1938591003418,8459000
2015-04-14,49.067244345996855,49.32049560546875,48.94062113144391,49.32049560546875,4490000
