Date,Open,High,Low,Close,Volume
2015-01-05,18.37801883131157,18.909615142791328,18.25144865251252,18.858985900878906,9845635
2015-01-06,18.73242419924536,18.783053464069535,18.52991104125977,18.529911041259766,7164043
2015-01-07,18.529908942963804,19.036191780597164,18.47928163452813,18.884305953979492,11776786
2015-01-08,18.98555707533426,19.26401304381893,18.884300536853907,19.11212921142578,14906825
2015-01-09,19.26401556007794,19.289329210340796,19.010875156139324,19.06150245666504,9473949
2015-01-12,18.985562521506164,19.036191780597164,18.83367864554382,18.884305953979492,6862048
2015-01-13,19.010874582557,19.593098274311394,18.934931683404702,19.542469024658203,16771314
2015-01-14,19.542473270228665,20.12469708847023,19.289332818933268,19.92218589782715,25533203
2015-01-15,19.922183134819925,20.048753342913603,19.593099813514314,19.744983673095703,15007827
2015-01-16,19.74498358470995,19.92218304564096,19.415900264877433,19.66904067993164,11863647
2015-01-19,19.97281043779535,20.099380645889028,19.744983673095703,19.744983673095703,9598181
2015-01-20,20.048752511671193,20.099379812547554,19.92218230882525,20.074066162109375,10105209
2015-01-21,20.07406777082598,20.099381423292773,19.795611741725672,19.846240997314453,8429593
2015-01-22,19.84624091187904,19.89686821659468,19.694357047076924,19.77029800415039,9825435
2015-01-23,19.896867532677096,19.99812408928306,19.694356370120282,19.744983673095703,7687231
2015-01-26,19.795613721524063,19.972813207824075,19.719672756528677,19.92218589782715,6170187
2015-01-27,19.9728087434022,19.99812239274243,19.770295647370467,19.896865844726562,5261173
2015-01-28,19.795609296710694,19.896865844726562,19.744981998030237,19.896865844726562,4824846
2015-01-29,19.94749678630764,19.94749678630764,19.66904076797745,19.744983673095703,6767106
2015-01-30,19.84624022970167,19.84624022970167,19.54247055988377,19.744983673095703,9250736
2015-02-02,19.7449814167659,19.947494506835938,19.694354119575838,19.947494506835938,5357124
2015-02-03,19.94749755783682,19.97281121030361,19.795611741725672,19.846240997314453,3394663
2015-02-04,19.947497341568766,19.947497341568766,19.66904131548744,19.69435691833496,12004039
2015-02-05,19.669042297553464,19.69435790166498,19.28933164374398,19.44121551513672,9429508
2015-02-06,19.390589436371123,19.415903091430668,19.13744898446491,19.415903091430664,6504502
2015-02-09,19.41589859487583,19.66903898815691,19.23870109984105,19.39058494567871,5498526
2015-02-10,19.3905882898316,19.643728726769957,19.3905882898316,19.51715850830078,4973318
2015-02-11,19.593097686767578,19.618411335507602,19.4158982442776,19.593097686767578,3888561
2015-02-12,19.59310285274562,19.694359425058245,19.491846280433,19.64373016357422,5643969
2015-02-13,19.64372711648974,19.744983673095703,19.593099813514314,19.744983673095703,5064219
2015-02-24,19.998124862770403,20.099381423292773,19.71967078432529,19.846240997314453,8819459
2015-02-25,19.896865258990978,19.972808155430965,19.77029506536093,19.947494506835938,6121706
2015-02-26,19.972812931585523,20.30189629398023,19.846242707688383,20.200639724731445,11910108
2015-03-02,20.35251895566314,20.605661296306288,20.225948760669027,20.52971839904785,10681928
2015-03-03,20.605665411692307,20.757549285888675,20.352523020491287,20.757549285888672,10640518
2015-03-04,20.757549303417566,21.36508675137138,20.60566542909294,21.263830184936523,16514770
2015-03-05,21.21320190533145,21.23851555811679,20.858804914371017,21.01068878173828,10442554
2015-03-06,20.858803160890332,20.909430462205066,20.58034715169413,20.65629005432129,10897062
2015-03-09,20.529722005307562,20.529722005307562,20.301895224167023,20.377838134765625,7638750
2015-03-10,20.352523020491287,20.782862939812183,20.32720936656778,20.757549285888672,6447941
2015-03-11,20.403151321094935,20.55503518816057,20.377837668359863,20.50440788269043,6956989
2015-03-12,20.656292736982714,21.263830184936527,20.50440886265809,21.263830184936523,11922228
2015-03-13,21.26383093912902,21.719484528919473,21.2385172842863,21.365087509155273,13633195
2015-03-16,21.263830293587286,21.314459552391067,20.8334903717041,20.8334903717041,5740930
2015-03-17,21.010689726434386,21.21320285913308,20.757549285888675,20.757549285888672,5320764
2015-03-18,20.75754805716963,20.98537483030589,20.706918801664244,20.782861709594727,5624778
2015-03-19,21.01068878173828,21.137258996320206,20.808175658145114,21.01068878173828,6540863
2015-03-20,20.808177076406682,21.187889696688455,20.808177076406682,21.13726043701172,11217237
2015-03-23,21.137258695511665,21.137258695511665,20.782861709594727,20.782861709594727,6205538
2015-03-24,20.78286048237045,21.010687242053578,20.605662975203057,20.80817413330078,7921555
2015-03-25,20.656286908909497,20.7575434467753,20.200633463840767,20.25126075744629,11207137
2015-03-26,19.99812201954864,20.52971839904785,19.820924526818846,20.52971839904785,8945711
2015-03-27,20.555032143585674,20.656288690183228,20.403148299016802,20.605661392211914,6388350
2015-03-30,20.605664738695012,20.78286226102748,20.504408175652785,20.732234954833984,5612658
2015-03-31,20.884115335162353,20.884115335162353,20.52971839904785,20.52971839904785,5783351
2015-04-01,20.504410194978654,20.504410194978654,20.175326820346267,20.301897048950195,4885447
2015-04-02,20.55503518816057,20.706919055226205,20.377837668359863,20.50440788269043,3981482
2015-04-07,20.706918886277183,20.98537491605666,20.529721367922242,20.85880470275879,3799680
2015-04-08,20.757543551037866,20.83348449182759,20.32720375061035,20.32720375061035,8118508
2015-04-09,20.580347519435943,20.630976772310404,20.377836359903363,20.453777313232422,4970288
2015-04-10,20.504404868119003,20.580345815159326,20.175321578979492,20.175321578979492,6237858
2015-04-13,20.175321245501003,20.30189143913105,19.947494506835938,19.947494506835938,5588418
2015-04-14,19.947497814258757,19.972811467050953,19.567787170410156,19.567787170410156,11267737
2015-04-15,19.59310121026219,19.64372851684672,19.264017865496974,19.36527442932129,10146620
2015-04-16,19.491843714108395,19.643727577252367,19.441214459290293,19.6184139251709,8239710
2015-04-17,19.66904085534857,19.972810526515833,19.5930999005481,19.820926666259766,6526723
2015-04-20,19.618414219963785,19.744984432928177,19.01087680760367,19.33995819091797,8281120
2015-04-21,19.44121475142052,19.491844006999397,19.264017233532453,19.33995819091797,4176415
2015-04-22,19.339956780190278,19.82092589515754,19.28932947895954,19.719669342041016,6240888
2015-04-23,19.770295647370467,20.048751642077843,19.69435469934978,19.896865844726562,5060179
2015-04-24,19.896869145687447,20.47909488103573,19.896869145687447,20.023441314697266,9552730
2015-04-27,20.12469649680369,20.529722767492856,20.04875553404097,20.479095458984375,6230788
2015-04-28,20.479091219105563,20.479091219105563,20.04875138325736,20.175321578979492,6978200
2015-04-29,20.25126252601981,20.403148321410313,20.04875138325736,20.175321578979492,3948152
2015-04-30,20.17532668055164,20.25126764679454,19.56778919733132,19.64373016357422,8456863
2015-05-04,19.744984351792567,19.94749747196551,19.744984351792567,19.77029800415039,2425048
2015-05-05,19.94749687491568,19.94749687491568,19.66904085534857,19.820926666259766,1731167
2015-05-06,19.998124862770403,19.998124862770403,19.6943571318585,19.846240997314453,2502819
2015-05-07,19.69435790166498,19.744985208577468,19.33995895065647,19.44121551513672,4168335
2015-05-08,19.643728128786744,19.66904178157894,19.390587699554345,19.567787170410156,3116909
2015-05-11,19.567787683728486,19.618414990640975,19.415901861680474,19.44121551513672,3466374
2015-05-12,19.49184379006533,19.593100349440952,19.036190248202633,19.188074111938477,5795471
2015-05-13,19.39058820822423,19.59310133718473,19.213388732719974,19.44121551513672,5696489
2015-05-14,19.846237961800917,19.947494506835938,19.669038520325913,19.947494506835938,15083578
2015-05-15,19.998127191340693,19.998127191340693,19.59310285274562,19.64373016357422,5477316
2015-05-18,19.542472079616967,19.64372864409722,19.39058820822423,19.44121551513672,3370423
2015-05-19,19.643725450014372,19.896865844726562,19.491841603318047,19.896865844726562,6489352
2015-05-20,19.947497814258757,19.947497814258757,19.41590135234654,19.567787170410156,7239794
2015-05-21,19.39058820822423,19.49184477270448,19.18807507926373,19.44121551513672,3793619
2015-05-22,19.59310027308943,19.69435683207047,19.415900807208825,19.6184139251709,3283561
2015-05-25,19.770298004150387,19.770298004150387,19.441214671533153,19.77029800415039,2154364
2015-05-26,19.89686698165824,19.922182583099985,19.618412921694606,19.795610427856445,1777628
2015-05-27,19.61841618587944,19.92218589782715,19.59310253088098,19.92218589782715,3124989
