,Open,High,Low,Close,Volume,RSI_14,MACD_12_26_9,SMA_10,SMA_20
2016-01-04,-1.452161538058344,-1.3994499513303298,-1.4207100354198028,-1.377457337926374,-0.060110798262403134,-0.9332053826706241,0.56459814080678,-1.6490765153226237,-1.6089905831431386
2016-01-05,-1.5139079996603249,-1.5074301812289024,-1.4924964002071341,-1.4956314705836014,2.518467479807673,-0.9332053826706241,0.56459814080678,-1.6490765153226237,-1.6089905831431386
2016-01-06,-1.6564006247633165,-1.6858328969684317,-1.6839276173207842,-1.7036185755362148,5.589691188450317,-0.9332053826706241,0.56459814080678,-1.6490765153226237,-1.6089905831431386
2016-01-07,-1.7798946060254588,-1.7046125659229159,-1.7652862812679075,-1.6847111030391448,4.561143655352467,-0.9332053826706241,0.56459814080678,-1.6490765153226237,-1.6089905831431386
2016-01-08,-1.6421514529437187,-1.6529693342837912,-1.7892148343530654,-1.8076121778008836,3.3115064656074167,-0.9332053826706241,0.56459814080678,-1.6490765153226237,-1.6089905831431386
2016-01-11,-1.6801494963812609,-1.6435797481113281,-1.6552130534303628,-1.6563489022369857,1.1294476804372124,-0.9332053826706241,0.56459814080678,-1.6490765153226237,-1.6089905831431386
2016-01-12,-1.7703952085294496,-1.6435802048355028,-1.7557148303029808,-1.6563493506517482,1.8696174005169732,-0.9332053826706241,0.56459814080678,-1.6490765153226237,-1.6089905831431386
2016-01-13,-1.6516510015908963,-1.6858330246467088,-1.6982850793397415,-1.7130726566526988,1.4250349387807533,-0.9332053826706241,0.56459814080678,-1.6490765153226237,-1.6089905831431386
2016-01-14,-1.7561457344075144,-1.7468657003266652,-1.746143054419838,-1.7319807590579015,2.4655982140876898,-0.9332053826706241,0.56459814080678,-1.6490765153226237,-1.6089905831431386
2016-01-15,-1.5994039374849247,-1.6154111344073394,-1.6408559365194137,-1.6327142327678996,3.6863976225309316,-0.9332053826706241,0.56459814080678,-1.6490765153226237,-1.6089905831431386
2016-01-18,-1.6231526579517004,-1.5872422602976308,-1.6217127869400165,-1.6421681514118556,1.8407796192151644,-0.9332053826706241,0.56459814080678,-1.6756306432598047,-1.6089905831431386
2016-01-19,-1.594654012010167,-1.6294953805075347,-1.6073553176864819,-1.6185331290615819,0.266717389824764,-0.9332053826706241,0.56459814080678,-1.6879593665180068,-1.6089905831431386
2016-01-20,-1.7133976143440457,-1.6435795949599066,-1.6982849159415214,-1.6185329238013397,2.117141690024166,-0.9332053826706241,0.56459814080678,-1.679424107787784,-1.6089905831431386
